"plz","name","email"
"85386","Eching","ordnungsamt@eching.de"
"34549","Edertal","gemeinde@edertal.de"
"68535","Edingen-Neckarhausen","info@edingen-neckarhausen.de"
"71139","Ehningen","gemeinde@ehningen.de"
"89275","Elchingen","info@elchingen.de"
"26427","Esens","uwe.schuster@esens.de"
"26721","Emden","ordnungswidrigkeiten@emden.de"
"31860","Emmerthal","bussgeldstelle@hameln-pyrmont.de"
"48282","Emsdetten","strassenverkehr@emsdetten.de"
"78234","Engen","rathaus@engen.de"
"73479","Ellwangen (Jagst)","bussgeld@ellwangen.de"
"69214","Eppelheim","c.wegerer@eppelheim.de"
"85435","Erding","ordnungsamt@erding.de"
"99084","Erfurt","buergeramt@erfurt.de"
"99085","Erfurt","buergeramt@erfurt.de"
"99087","Erfurt","buergeramt@erfurt.de"
"99091","Erfurt","buergeramt@erfurt.de"
"99094","Erfurt","buergeramt@erfurt.de"
"40699","Erkrath","verkehrsueberwachung@erkrath.de"
"67299","Eisenberg/Pfalz","info@vg-eisenberg.de"
"15236","Frankfurt (Oder)","ordnungsamt@frankfurt-oder.de"
"91301","Forchheim","vued@forchheim.de"
"49685","Emstek","rathaus@emstek.de"
"31073","Flecken Delligsen","gemeinde@delligsen.de"
"24220","Flintbek","ordnungsamt@amt-eidertal.de"
"49824","Emlichheim","keuters@emlichheim.de"
"37120","Bovenden","schrader.t@landkreisgoettingen.de"
"45127","Essen","verkehrsueberwachung@ordnungsamt.essen.de"
"48249","Dülmen","ordnungsamt@duelmen.de"
"73730","Esslingen","ordnungswidrigkeiten@esslingen.de"
"73733","Esslingen","ordnungswidrigkeiten@esslingen.de"
"14612","Falkensee","ordnungsamt@falkensee.de"
"15230","Frankfurt (Oder)","ordnungsamt@frankfurt-oder.de"
"15232","Frankfurt (Oder)","ordnungsamt@frankfurt-oder.de"
"71691","Freiberg a. N.","rathaus@freiberg-an.de"
"77955","Ettenheim","michael.utz@ettenheim.de"
"25938","Wyk auf Föhr","info@amtfa.de"
"21717","Fredenbeck","mharms@fredenbeck.de"
"24917","Flensburg","verkehrsueberwachung@flensburg.de"
"23701","Eutin","t.hantel@eutin.de"
"44809","Bochum","bussgeldstelle@bochum.de"
"44799","Bochum","bussgeldstelle@bochum.de"
"25336","Elmshorn","ruhenderverkehr@elmshorn.de"
"44801","Bochum","bussgeldstelle@bochum.de"
"38667","Bad Harzburg","melanie.jacobs@stadt-bad-harzburg.de"
"44807","Bochum","bussgeldstelle@bochum.de"
"47166","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47167","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47178","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"91058","Erlangen","pp-mfr.erlangen.pi-stadt.verkehr@polizei.bayern.de"
"39249","Barby","info@stadt-barby.de"
"47198","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47226","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47228","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47229","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47269","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47279","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"12203","Berlin","anzeige@bowi.berlin.de"
"76532","Baden-Baden","bussgeldbehoerde@baden-baden.de"
"14774","Brandenburg an der Havel","ordnungsamt@stadt-brandenburg.de"
"14770","Brandenburg an der Havel","ordnungsamt@stadt-brandenburg.de"
"86159","Augsburg","bussgeldstelle@augsburg.de"
"99947","Bad Langensalza","stadtverwaltung@bad-langensalza.thueringen.de"
"86199","Augsburg","bussgeldstelle@augsburg.de"
"78267","Aach, Hegau","cglavan-storch@engen.de"
"47551","Bedburg-Hau","rathaus@bedburg-hau.de"
"37139","Adelebsen","flecken@adelebsen.de"
"83043","Bad Aibling","ordnungsamt@bad-aibling.de"
"29683","Bad Fallingbostel","stadt@badfallingbostel.de"
"06925","Annaburg","enrico.boehme@annaburg.de"
"91275","Auerbach in der Oberpfalz","michael.birl@auerbach.de"
"79713","Bad Säckingen","bma@bad-saeckingen.de"
"95445","Bayreuth","verkehrsueberwachung@stadt.bayreuth.de"
"91438","Bad Windsheim","andreas.hahn@bad-windsheim.de"
"22925","Ahrensburg","owi-verkehrsaufsicht@ahrensburg.de"
"38116","Braunschweig","bussgeldabteilung@braunschweig.de"
"35510","Butzbach","ordnungsbehoerde@stadt-butzbach.de"
"06842","Dessau","ordnungsamt@dessau-rosslau.de"
"74321","Bietigheim-Bissingen","bussgeldstelle@bietigheim-bissingen.de"
"06749","Bitterfeld-Wolfen","verkehrsowig@bitterfeld-wolfen.de"
"78176","Blumberg","info@stadt-blumberg.de"
"26757","Borkum","frank.pahl@borkum.de"
"46244","Bottrop","bussgeldstelle@bottrop.de"
"28279","Bremen","anzeigen@ordnungsamt.bremen.de"
"27572","Bremerhaven","buergerundordnungsamt@magistrat.bremerhaven.de"
"38465","Brome","holger.schulz@samtgemeinde-brome.de"
"89331","Burgau","rathaus@burgau.de"
"09111","Chemnitz","bussgeldstelle@stadt-chemnitz.de"
"76706","Dettenheim","mthate@dettenheim.de"
"84130","Dingolfing","ordnungsamt@dingolfing.de"
"38102","Braunschweig","bussgeldabteilung@braunschweig.de"
"44265","Dortmund","fremdanzeigen.verkehrsueberwachung@stadtdo.de"
"44289","Dortmund","fremdanzeigen.verkehrsueberwachung@stadtdo.de"
"31008","Elze","stadtverwaltung@elze.de"
"99086","Erfurt","buergeramt@erfurt.de"
"72800","Eningen unter Achalm","ordnungsamt@eningen.de"
"40215","Düsseldorf","drittanzeige@duesseldorf.de"
"01129","Dresden","bgst-verkehr2@dresden.de"
"40229","Düsseldorf","drittanzeige@duesseldorf.de"
"26188","Edewecht","gemeinde@edewecht.de"
"73054","Eislingen/Fils","ordnungsamt@eislingen.de"
"75031","Eppingen","rathaus@eppingen.de"
"99096","Erfurt","buergeramt@erfurt.de"
"91052","Erlangen","pp-mfr.erlangen.pi-stadt.verkehr@polizei.bayern.de"
"76275","Ettlingen","ordnungsamt@ettlingen.de"
"76694","Forst (Baden)","endres@forst-baden.de"
"15234","Frankfurt (Oder)","ordnungsamt@frankfurt-oder.de"
"45133","Essen","verkehrsueberwachung@ordnungsamt.essen.de"
"74564","Crailsheim","sicherheit@crailsheim.de"
"32756","Detmold","verkehrsangelegenheiten@detmold.de"
"89584","Ehingen","owi@ehingen.de"
"86150","Augsburg","bussgeldstelle@augsburg.de"
"44777","Bochum","bussgeldstelle@bochum.de"
"73065","Ebersbach a. d. Fils","neumann@ebersbach.de"
"40212","Düsseldorf","drittanzeige@duesseldorf.de"
"44791","Bochum","bussgeldstelle@bochum.de"
"86152","Augsburg","bussgeldstelle@augsburg.de"
"76344","Eggenstein-Leopoldshafen","ordnungswesen@egg-leo.de"
"48488","Emsbüren","uwe.hilling@emsbueren.de"
"47169","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47055","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47119","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47179","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"90542","Eckental","pp-mfr.erlangen.pi-land@polizei.bayern.de"
"76646","Bruchsal","ordnungsamt@bruchsal.de"
"47138","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"52080","Aachen","fb32-120ruhenderverkehr@mail.aachen.de"
"86169","Augsburg","bussgeldstelle@augsburg.de"
"47199","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"47239","Duisburg","drittanzeigen.verkehr@stadt-duisburg.de"
"86154","Augsburg","bussgeldstelle@augsburg.de"
"79098","Freiburg im Breisgau","bussgeldbehoerde@stadt.freiburg.de"
"71717","Beilstein","paul.frank@beilstein.de"
"91056","Erlangen","pp-mfr.erlangen.pi-stadt.verkehr@polizei.bayern.de"
"91054","Erlangen","info@zv-kvue.nuernberg.de"
"49406","Barnstorf","friedhelm.gieseke@barnstorf.de"
"73732","Esslingen","ordnungswidrigkeiten@esslingen.de"
"29221","Celle","bussgeldstelle@lkcelle.de"
"52349","Düren","fremdanzeigen@dueren.de"
"91522","Ansbach","verkehrsueberwachung@ansbach.de"
"06449","Aschersleben","ordnungsamt@aschersleben.de"
"74722","Buchen (Odenwald)","stadt@buchen.de"
"27568","Bremerhaven","buergerundordnungsamt@magistrat.bremerhaven.de"
"27574","Bremerhaven","buergerundordnungsamt@magistrat.bremerhaven.de"
"27580","Bremerhaven","buergerundordnungsamt@magistrat.bremerhaven.de"
"09112","Chemnitz","bussgeldstelle@stadt-chemnitz.de"
"03044","Cottbus","ordnungsamt@cottbus.de"
"03052","Cottbus","ordnungsamt@cottbus.de"
"03054","Cottbus","ordnungsamt@cottbus.de"
"03055","Cottbus","ordnungsamt@cottbus.de"
"79312","Emmendingen","bussgeldstelle@emmendingen.de"
"86167","Augsburg","bussgeldstelle@augsburg.de"
"25337","Elmshorn","ruhenderverkehr@elmshorn.de"
"88348","Bad Sauglau","ordnung@bad-saulgau.de"
"70734","Fellbach","strassenverkehrsbehoerde@fellbach.de"
"22941","Bargteheide","bussgeldstelle@kreis-stormarn.de"
"79189","Bad Krozingen","bussgeldstelle@bad-krozingen.de"
"16321","Bernau bei Berlin","ordnungsamt@bernau-bei-berlin.de"
"24576","Bad Bramstedt","zentrale@badbramstedt.de"
"76887","Bad Bergzabern","ordnungsamt@vgbza.de"
"01069","Dresden","bgst-verkehr2@dresden.de"
"32545","Bad Oeynhausen","t.peper@badoeynhausen.de"
"89143","Blaubeuren","bussgeldstelle@blaubeuren.de"
"50374","Erftstadt","ordnungsamt@erftstadt.de"
"45128","Essen","verkehrsueberwachung@ordnungsamt.essen.de"
"51467","Bergisch Gladbach","verkehrsueberwachung@stadt-gl.de"
"27751","Delmenhorst","anfragen.verkehr@delmenhorst.de"
"28307","Bremen","anzeigen@ordnungsamt.bremen.de"
"31812","Bad Pyrmont","bussgeldstelle@hameln-pyrmont.de"
"76669","Bad Schönborn","info@bad-schoenborn.de"
"28217","Bremen","anzeigen@ordnungsamt.bremen.de"
"28201","Bremen","anzeigen@ordnungsamt.bremen.de"
"08280","Aue (Sachsen)","verkehrsbehoerde@aue.de"
"28209","Bremen","anzeigen@ordnungsamt.bremen.de"
"28213","Bremen","anzeigen@ordnungsamt.bremen.de"
"69412","Eberbach","ordnungsamt@eberbach.de"
"28219","Bremen","anzeigen@ordnungsamt.bremen.de"
"28237","Bremen","anzeigen@ordnungsamt.bremen.de"
"73728","Esslingen","ordnungswidrigkeiten@esslingen.de"
"28259","Bremen","anzeigen@ordnungsamt.bremen.de"
"99510","Apolda","ordnungswesen@apolda.de"
"86179","Augsburg","bussgeldstelle@augsburg.de"
"28277","Bremen","anzeigen@ordnungsamt.bremen.de"
"73734","Esslingen","ordnungswidrigkeiten@esslingen.de"
"01099","Dresden","bgst-verkehr2@dresden.de"
"01157","Dresden","bgst-verkehr2@dresden.de"
"01169","Dresden","bgst-verkehr2@dresden.de"
"01189","Dresden","bgst-verkehr2@dresden.de"
"01217","Dresden","bgst-verkehr2@dresden.de"
"01239","Dresden","bgst-verkehr2@dresden.de"
"28325","Bremen","anzeigen@ordnungsamt.bremen.de"
"01277","Dresden","bgst-verkehr2@dresden.de"
"01324","Dresden","bgst-verkehr2@dresden.de"
"01067","Dresden","bgst-verkehr2@dresden.de"
"01097","Dresden","bgst-verkehr2@dresden.de"
"01109","Dresden","bgst-verkehr2@dresden.de"
"01139","Dresden","bgst-verkehr2@dresden.de"
"01159","Dresden","bgst-verkehr2@dresden.de"
"01187","Dresden","bgst-verkehr2@dresden.de"
"01219","Dresden","bgst-verkehr2@dresden.de"
"01237","Dresden","bgst-verkehr2@dresden.de"
"01257","Dresden","bgst-verkehr2@dresden.de"
"01307","Dresden","bgst-verkehr2@dresden.de"
"28327","Bremen","anzeigen@ordnungsamt.bremen.de"
"01259","Dresden","bgst-verkehr2@dresden.de"
"01279","Dresden","bgst-verkehr2@dresden.de"
"28355","Bremen","anzeigen@ordnungsamt.bremen.de"
"46240","Bottrop","bussgeldstelle@bottrop.de"
"28359","Bremen","anzeigen@ordnungsamt.bremen.de"
"33611","Bielefeld","bussgeldstelle@bielefeld.de"
"28777","Bremen","anzeigen@ordnungsamt.bremen.de"
"28357","Bremen","anzeigen@ordnungsamt.bremen.de"
"01309","Dresden","bgst-verkehr2@dresden.de"
"01326","Dresden","bgst-verkehr2@dresden.de"
"33659","Bielefeld","bussgeldstelle@bielefeld.de"
"23843","Bad Oldesloe","ordnungswidrigkeiten@badoldesloe.de"
"09456","Annaberg-Buchholz","bussgeldstelle@annaberg-buchholz.de"
"44795","Bochum","bussgeldstelle@bochum.de"
"44869","Bochum","bussgeldstelle@bochum.de"
"88400","Biberach an der Riß","bussgeldstelle@biberach-riss.de"
"44879","Bochum","bussgeldstelle@bochum.de"
"95447","Bayreuth","verkehrsueberwachung@stadt.bayreuth.de"
"95448","Bayreuth","verkehrsueberwachung@stadt.bayreuth.de"
"44892","Bochum","bussgeldstelle@bochum.de"
"15370","Fredersdorf-Vogelsdorf","ordnungsamt@fredersdorf-vogelsdorf.de"
"32832","Augustdorf","info@augustdorf.de"
"09125","Chemnitz","bussgeldstelle@stadt-chemnitz.de"
